Unnamed: 0,Date,AAPL_Returns,MSFT_Returns,NVDA_Returns,AMZN_Returns,JNJ_Returns,JPM_Returns,XOM_Returns,CAT_Returns,PG_Returns,NEE_Returns,AAPL_Volume,MSFT_Volume,NVDA_Volume,AMZN_Volume,JNJ_Volume,JPM_Volume,XOM_Volume,CAT_Volume,PG_Volume,NEE_Volume,Market_Avg,AAPL_Lag1,AAPL_Lag5,AAPL_Lag10,AAPL_Volatility5,AAPL_Volatility20,AAPL_Mean5,AAPL_Mean20,AAPL_CrossCorr5,AAPL_Vol_Mean5,AAPL_Vol_Change,MSFT_Lag1,MSFT_Lag5,MSFT_Lag10,MSFT_Volatility5,MSFT_Volatility20,MSFT_Mean5,MSFT_Mean20,MSFT_CrossCorr5,MSFT_Vol_Mean5,MSFT_Vol_Change,NVDA_Lag1,NVDA_Lag5,NVDA_Lag10,NVDA_Volatility5,NVDA_Volatility20,NVDA_Mean5,NVDA_Mean20,NVDA_CrossCorr5,NVDA_Vol_Mean5,NVDA_Vol_Change,AMZN_Lag1,AMZN_Lag5,AMZN_Lag10,AMZN_Volatility5,AMZN_Volatility20,AMZN_Mean5,AMZN_Mean20,AMZN_CrossCorr5,AMZN_Vol_Mean5,AMZN_Vol_Change,JNJ_Lag1,JNJ_Lag5,JNJ_Lag10,JNJ_Volatility5,JNJ_Volatility20,JNJ_Mean5,JNJ_Mean20,JNJ_CrossCorr5,JNJ_Vol_Mean5,JNJ_Vol_Change,JPM_Lag1,JPM_Lag5,JPM_Lag10,JPM_Volatility5,JPM_Volatility20,JPM_Mean5,JPM_Mean20,JPM_CrossCorr5,JPM_Vol_Mean5,JPM_Vol_Change,XOM_Lag1,XOM_Lag5,XOM_Lag10,XOM_Volatility5,XOM_Volatility20,XOM_Mean5,XOM_Mean20,XOM_CrossCorr5,XOM_Vol_Mean5,XOM_Vol_Change,CAT_Lag1,CAT_Lag5,CAT_Lag10,CAT_Volatility5,CAT_Volatility20,CAT_Mean5,CAT_Mean20,CAT_CrossCorr5,CAT_Vol_Mean5,CAT_Vol_Change,PG_Lag1,PG_Lag5,PG_Lag10,PG_Volatility5,PG_Volatility20,PG_Mean5,PG_Mean20,PG_CrossCorr5,PG_Vol_Mean5,PG_Vol_Change,NEE_Lag1,NEE_Lag5,NEE_Lag10,NEE_Volatility5,NEE_Volatility20,NEE_Mean5,NEE_Mean20,NEE_CrossCorr5,NEE_Vol_Mean5,NEE_Vol_Change
0,2020-01-31,-0.0443387966885114,-0.0147587224790702,-0.0381593718425889,0.0737913558648475,-0.0099094521341327,-0.0259767726358519,-0.0412101613116044,-0.0296960875838286,-0.0105596283456118,-0.0064091743726281,199588400,36142700,370420000,311346000,8651700,12785200,34282900,6785700,6612900,7536800,-0.014722681152898,-0.001449277056191,-0.0028819171007733,0.0125266052623755,0.0313698100986018,0.0176791612243852,-0.0051942980458074,0.001652952863634,0.889361482934389,173346960.0,0.5747464163757898,0.0282075210001169,-0.0100768703521896,0.0183234634956575,0.0207157707726017,0.0129701042803341,0.006382845849575,0.0029892270804495,0.954287521881674,35894540.0,-0.2995261398323562,0.0010993354521093,-0.0094120551038857,0.0136824419336611,0.0302776002683399,0.0188258044169101,-0.0111105551191332,-0.0005609013549535,0.9649863497158936,340256800.0,0.2750943188389834,0.0068244891898707,-0.0121724266388616,0.0085499110295934,0.0344903968876454,0.0192349841774647,0.0157831690147712,0.0030085534966566,-0.2597061927616475,121276800.0,1.4602996491449884,-0.0011957092319437,-0.001413912336589,0.0080945212958414,0.0066889975846912,0.0054876126809591,0.0007585170931743,0.0009984371870542,0.4999433088042246,7266920.0,0.3370784780391309,0.0123668460943997,-0.0248279326460029,0.0038765999079084,0.0175031410284596,0.0123974589148646,-0.0010663001924202,-0.0027961450294823,0.9207645664142884,11416680.0,0.4129010155930555,0.010606831102242,-0.0067398273826552,-0.0039078305368206,0.0201649326934198,0.0118643995476368,-0.0128339831592429,-0.006520448245272,0.8901818375958457,21585220.0,0.8486629603067184,-0.003019693972401,-0.0166022021550166,0.015799966679163,0.0175849904752539,0.0127833923890934,-0.0130839071828657,-0.0063660913147008,0.9927012344773832,3790520.0,0.7567700512608089,0.0071164237058813,0.0012002170297922,0.0008732338116412,0.0078222925937962,0.0058902348599649,-0.0008079514430342,0.0008008084099873,0.4045627569591227,6663380.0,0.121895358306189,0.0156907217517698,0.013995795016269,0.002742710066975,0.009648886291123,0.0066452835245905,0.0034117077126237,0.0058809969255116,0.0568091562147061,7363120.0,0.1908734673239793
1,2020-02-03,-0.0027460433959569,0.0243791685233747,0.0164955016098784,-0.0022501685803328,0.0087325239034408,0.0076306199567004,-0.0223757488208685,-0.0120291360062771,0.0039319163263329,-0.0051826586836519,173788400,30107000,255564000,117834000,5765200,10021100,27389300,4385300,6052300,11041200,0.001658597483264,-0.0443387966885114,-0.0294053285217802,0.0110711153818057,0.0283457951023049,0.0175109466378018,0.0001375589793572,0.0020017479566217,0.8702313952803143,175716640.0,-0.1292660294886877,-0.0147587224790702,-0.0167231208794669,0.0055967015582882,0.0170929439190332,0.0132734853673019,0.0146033037301433,0.0048307811469658,0.8812064647552547,35500320.0,-0.1669963782451228,-0.0381593718425889,-0.0410411868116235,0.0014059027907646,0.0267912759296231,0.0188251841088739,0.000396782565167,0.0010641681289215,0.8956769567935052,297262400.0,-0.3100696506668107,0.0737913558648475,-0.0178874637677121,-0.0070396614423282,0.0312287314125947,0.0189501047869189,0.0189106280522471,0.003502996800436,-0.7996631497187334,130729600.0,-0.6215335992754042,-0.0099094521341327,0.0028993049934626,0.0065452372569769,0.0076020930992363,0.0048838762452646,0.0019251608751699,0.0020139536803564,0.6631349211521697,6902540.0,-0.3336338523064831,-0.0259767726358519,-0.0084113770611095,0.0069217759417843,0.017289136152928,0.0123525107467794,0.0021420992111417,-0.0017547924218579,0.9826728922833042,10848800.0,-0.2161952883020993,-0.0412101613116044,-0.0238237465852019,-0.0037781040000464,0.0199771688084068,0.0123827599743749,-0.0125443836063762,-0.0072372592711493,0.8878464534838665,22816880.0,-0.2010798386367547,-0.0296960875838286,-0.0331244691473905,0.0064017593206433,0.013669430880373,0.0127325861314832,-0.008864840554643,-0.006273314760877,0.982081748004082,4083480.0,-0.3537439026187423,-0.0105596283456118,0.0043948633200674,0.00269710838273,0.0077476971856154,0.0056507058805295,-0.0009005408417811,0.0013336882151802,0.7835572495501353,6006160.0,-0.0847736998896097,-0.0064091743726281,0.0114514550464783,0.0044793362975845,0.0090317616675806,0.0070797006674191,8.488496659765955e-05,0.0052656407685702,0.4393022584547104,7835600.0,0.4649718713512365
2,2020-02-04,0.033013476442324,0.0329163179989444,0.0282942523164828,0.0226873421407756,0.009522595880306,0.0143958502693679,-0.0125143514620083,0.0288203658486416,0.0043959884053923,-0.008507885741573,136616400,36433300,271544000,105786000,6541400,9157100,31922100,3501600,6512200,10482800,0.0153023952098653,-0.0027460433959569,0.0282894509471671,-0.0067771758268736,0.0295709741309624,0.0188076097640688,0.0010823640783886,0.0032540131827178,0.8828901908666904,170593120.0,-0.2138922966089796,0.0243791685233747,0.0195958072542057,-0.0035905677616471,0.0189975598837604,0.0146633743719906,0.017267405879091,0.0063473527305078,0.957351315325874,37807000.0,0.210127212940512,0.0164955016098784,0.0323480586443203,-0.0053752466751213,0.0256182940983558,0.0197830414650114,-0.0004139787004004,0.0022692035465962,0.9037343587829428,289376000.0,0.0625283686278193,-0.0022501685803328,0.0136243659245136,0.0146295252069268,0.0311079819218637,0.0192742746766717,0.0207232232954995,0.0038930852109495,-0.6660323584820994,140654800.0,-0.1022455318498904,0.0087325239034408,0.0050418127595985,0.0006704372494021,0.0082939630782186,0.0050945552758162,0.0028213174993114,0.0025524597902217,0.7468162150591667,6743500.0,0.1346353985984874,0.0076306199567004,0.0181776818247503,-0.0098408135481588,0.0164758229757605,0.0128707950559939,0.0013857329000652,-0.0009952414643755,0.9507808117780316,10067660.0,-0.0862180798515133,-0.0223757488208685,-0.0013901092476763,-0.0142940420138726,0.0190209253645179,0.0119170580005105,-0.0147692320492426,-0.0082468912566269,0.727639814864318,25268360.0,0.1654952846549564,-0.0120291360062771,0.0074413867014442,-0.0130599782343375,0.0212737099892621,0.0149331331343724,-0.0045890447252035,-0.004798618381118,0.9330024928604344,4231040.0,-0.201514149545071,0.0039319163263329,0.0027050514333955,-0.0025316681037923,0.0079779120006846,0.0056921053312046,-0.0005623534473817,0.0014841383650591,0.7961093890488881,6068560.0,0.0759876410620756,-0.0051826586836519,-0.0034864505292282,0.0137727342760221,0.0097766198680962,0.0077216128590958,-0.0009194020758713,0.0045905793892345,0.1968864981026427,8279600.0,-0.050574212947868
3,2020-02-05,0.0081546381262918,-0.0012216602735368,0.0146884904201822,-0.0047812367371395,0.0157648427145151,0.0170004261180971,0.0460226166430759,0.0294359402540786,0.0091519498278276,0.0082027932715884,118826800,39186300,208220000,87524000,5979900,10150700,32099200,4448100,6125400,8666800,0.014241880036498,0.033013476442324,0.0209324610902785,0.0035696245427951,0.0279334306929153,0.0187409350495671,-0.0014732005144087,0.0038969048411892,0.9468439708430488,151112640.0,-0.1302156988472833,0.0329163179989444,0.0155927443520895,-0.0048048678743223,0.0207733324332642,0.0143275107090893,0.0139045249539658,0.0067421664475495,0.6138940056980218,38693360.0,0.0755627406795431,0.0282942523164828,-0.0097996110378836,0.0087519725336926,0.0257159922353729,0.0198588873186176,0.0044836415912127,0.0023982873373692,0.8994268657603505,279250400.0,-0.2331997760952184,0.0226873421407756,0.0025630978623367,-0.0023995494624704,0.0323292655061573,0.01936911866525,0.0192543563756043,0.0035494423533105,-0.7732998701783992,149807600.0,-0.1726315391450664,0.009522595880306,0.0069566290788871,-0.0068333130188206,0.0101251717493789,0.0058508020068537,0.0045829602264371,0.0030353666785097,0.8297215652173231,6681760.0,-0.0858378940288011,0.0143958502693679,-0.00148787918429,-0.001169418318647,0.0176989299267317,0.0128909691541291,0.0050833939605426,0.00070480189788,0.9576645123651096,10232600.0,0.1085059680466522,-0.0125143514620083,-0.008352729753974,-0.0057709564064928,0.0335794733187366,0.0170086134320307,-0.0038941627698326,-0.0055365496823862,0.735471073946005,28847640.0,0.0055478806218889,0.0288203658486416,-0.0070206719121528,-0.0220776928020112,0.0259627272487175,0.0166183556115767,0.0027022777080426,-0.0026661659184072,0.9363053099288278,4596660.0,0.2703050034270047,0.0043959884053923,-0.0076964673289036,0.0017448076829436,0.0077667012732795,0.0056368558659838,0.0028073299839644,0.0022513146987301,0.9110429202772012,6239440.0,-0.0593962101901047,-0.008507885741573,-0.0001880133332733,0.0117170507856563,0.0106175276730201,0.007650117910677,0.000758759245101,0.005044199623753,0.3344651139772958,8811280.0,-0.1732361582783226
4,2020-02-06,0.0116967816971895,0.0207338873818652,0.0139180019232492,0.0050787328892443,-0.0029869436916465,0.0001456893410467,-0.0135500157029484,-0.0013824823783142,0.0026021223278083,0.0060738980827372,105425600,27751400,218284000,63660000,6201200,8992300,16055400,2283800,9102700,7874400,0.0042329671870231,0.0081546381262918,-0.001449277056191,0.0048157530968,0.0285481623229767,0.0186159527603531,0.0011560112362674,0.0036774221388947,0.9349473370110414,146849120.0,-0.1127792720160771,-0.0012216602735368,0.0282075210001169,0.0061556535827242,0.0197295388752186,0.0145285518287123,0.0124097982303154,0.0069824327541822,0.6003594261042304,33924140.0,-0.2918086167869893,0.0146884904201822,0.0010993354521093,0.0109950074222273,0.0259323109817217,0.0200240807035643,0.0070473748854407,0.0030004074910212,0.909373285289968,264806400.0,0.0483334934204207,-0.0047812367371395,0.0068244891898707,-0.0015259112256781,0.032506010223612,0.0191848636457706,0.018905205115479,0.0041938110108372,-0.7488524979827277,137230000.0,-0.2726566427494172,0.0157648427145151,-0.0011957092319437,0.0018886558829505,0.0104084716968865,0.0059656889250677,0.0042247133344965,0.0028929071027013,0.8523282243102007,6627880.0,0.0370073078145118,0.0170004261180971,0.0123668460943997,-0.0010243245001378,0.0172805483105328,0.0127823769202092,0.002639162609872,0.0003220464455886,0.9582168618660324,10221280.0,-0.1141202084585299,0.0460226166430759,0.010606831102242,-0.0062507784843471,0.032697745092472,0.0169668100522271,-0.0087255321308707,-0.0054600332790794,0.7292002686790979,28349780.0,-0.4998193101385704,0.0294359402540786,-0.003019693972401,0.0008411405716914,0.0258827212511345,0.0164000485033864,0.00302972002686,-0.0031793374321374,0.9625694830378578,4280900.0,-0.4865672983970683,0.0091519498278276,0.0071164237058813,-0.0045713710949876,0.0073939947383825,0.0056178657732256,0.0019044697083498,0.0021682815753349,0.923038386315048,6881100.0,0.4860580533516179,0.0082027932715884,0.0156907217517698,0.000692523304941,0.0077090549455806,0.0075416016973292,-0.0011646054887054,0.0053706881537169,0.3267612054292523,9120400.0,-0.0914293626251904
5,2020-02-07,-0.0135924912246345,0.0014160800691906,-0.0104623567341828,0.0141691363906086,-0.0106819425757307,-0.0031972234525541,-0.006625838817387,-0.0282697497843485,-0.008337031915223,0.0045093818254238,117684000,33529100,189752000,101906000,5700300,6379800,15112500,3812300,5915100,6410000,-0.0061072036218837,0.0116967816971895,-0.0443387966885114,-0.0028819171007733,0.0174546842199108,0.0185154711457257,0.0073052723290427,0.0019357585619435,0.852885167288973,130468240.0,0.1162753638584934,0.0207338873818652,-0.0147587224790702,-0.0100768703521896,0.0148948589359712,0.0145185611878429,0.0156447587399676,0.0064285999113171,0.2746231762238068,33401420.0,0.208194901878824,0.0139180019232492,-0.0381593718425889,-0.0094120551038857,0.0141373161693342,0.0201479380676728,0.0125867779071219,0.0019281599080441,0.8328631901919342,228672800.0,-0.130710450605633,0.0050787328892443,0.0737913558648475,-0.0121724266388616,0.0114623491757549,0.0193143956554059,0.0069807612206312,0.0046623090910442,0.0135276212514352,95342000.0,0.6007854225573359,-0.0029869436916465,-0.0099094521341327,-0.001413912336589,0.0106730916431744,0.0066931119967112,0.0040702152461769,0.0022105062928553,0.8288498993830076,6037600.0,-0.0807746887699154,0.0001456893410467,-0.0259767726358519,-0.0248279326460029,0.0087447052513792,0.0127802260162739,0.0071950724465316,-2.0385780527700153e-05,0.9042226394756884,8940200.0,-0.2905263392013166,-0.0135500157029484,-0.0412101613116044,-0.0067398273826552,0.0273244974475891,0.0166839379494119,-0.0018086676320272,-0.0061741044799273,0.4714523650664274,24515700.0,-0.0587279046302178,-0.0013824823783142,-0.0296960875838286,-0.0166022021550166,0.025435862852688,0.0173298565891622,0.003314987586756,-0.0044675559799874,0.9952864345151292,3686220.0,0.669279271389789,0.0026021223278083,-0.0105596283456118,0.0012002170297922,0.0064658963221141,0.0056871362202931,0.0023489889944276,0.0012045341938692,0.8484547012801865,6741540.0,-0.3501818141869994,0.0060738980827372,-0.0064091743726281,0.013995795016269,0.007391951163066,0.0075210247414583,0.0010191057509048,0.0052043602501922,-0.2020625927046106,8895040.0,-0.1859697246774357
6,2020-02-10,0.0047491840555748,0.0261568159832379,0.0452323612485021,0.0262735795990964,-0.0001977302739232,0.0041550432768644,-0.0105608590963982,0.0071233569268387,0.0007134992464739,0.0081622835924639,109348800,35844300,529608000,101124000,4835600,5960700,20934500,2331600,5216100,7666800,0.011180753455873,-0.0135924912246345,-0.0027460433959569,-0.0294053285217802,0.0166803249175136,0.0185261280156165,0.0088043178193491,0.002060189515669,0.7847398346389809,117580320.0,-0.070826960334455,0.0014160800691906,0.0243791685233747,-0.0167231208794669,0.0151740627223968,0.014911276095831,0.0160002882319402,0.0079677924426977,0.438370995565393,34548880.0,0.0690504666096019,-0.0104623567341828,0.0164955016098784,-0.0410411868116235,0.0205228494867513,0.0223569909110701,0.0183341498348467,0.0039223186589231,0.7661115439935885,283481600.0,1.7910535857329566,0.0141691363906086,-0.0022501685803328,-0.0178874637677121,0.0127458201821335,0.019592162801492,0.012685510856517,0.0064465179111006,0.0330421566513281,92000000.0,-0.0076737385433635,-0.0106819425757307,0.0087325239034408,0.0028993049934626,0.0104425558402491,0.0066359209451378,0.0022841644107041,0.0023140853010499,0.8948561252340187,5851680.0,-0.1516937705033068,-0.0031972234525541,0.0076306199567004,-0.0084113770611095,0.0088390557866964,0.0125904160440214,0.0064999571105644,0.0006857724328493,0.8807164828337706,8128120.0,-0.0656917144738079,-0.006625838817387,-0.0223757488208685,-0.0238237465852019,0.0255547957632885,0.0167024476701751,0.0005543103128667,-0.0062577761095505,0.3387442424449388,23224740.0,0.3852440033085194,-0.0282697497843485,-0.0120291360062771,-0.0331244691473905,0.0239459309034156,0.0174966204454272,0.0071454861733792,-0.0037108807299996,0.9748593615209414,3275480.0,-0.3884007029876977,-0.008337031915223,0.0039319163263329,0.0043948633200674,0.0064290121144484,0.0056879794971699,0.0017053055784558,0.0011917725996765,0.8814631830094041,6574300.0,-0.1181721357204442,0.0045093818254238,-0.0051826586836519,0.0114514550464783,0.0069912334157222,0.0075063650150682,0.003688094206128,0.005517856559248,-0.2707291927888984,8220160.0,0.1960686427457099
7,2020-02-11,-0.006033211330288,-0.0225754751496786,0.0187092949752571,0.0079150259857261,0.0008559761343309,0.0018876125354305,0.0095059837627298,0.01392178974284,-0.0159305287270822,0.0015085444292857,94323200,53159900,638556000,114920000,3715300,6578600,14908700,2381900,6105700,7850800,0.0009765012358551,0.0047491840555748,0.033013476442324,0.0282894509471671,0.010512767264699,0.0180298682418817,0.0009949802648267,0.0006903049856313,0.7950661150282888,109121680.0,-0.137409829828951,0.0261568159832379,0.0329163179989444,0.0195958072542057,0.0194105535343502,0.0163532638020032,0.0049019296022156,0.0062378030009822,0.3361322981049159,37894200.0,0.4830782021130277,0.0452323612485021,0.0282942523164828,0.0323480586443203,0.0197946470997113,0.0217099570841283,0.0164171583666015,0.0032901667796372,0.7051980221252706,356884000.0,0.2057144151901029,0.0262735795990964,0.0226873421407756,0.0136243659245136,0.0114989169099513,0.0195881329995967,0.0097310476255071,0.0066261402981019,-0.1882215866905105,93826800.0,0.1364265654048495,-0.0001977302739232,0.009522595880306,0.0050418127595985,0.0096282223431335,0.0066243875710595,0.0005508404615091,0.0021363021602596,0.8385676927285477,5286460.0,-0.2316775581106791,0.0041550432768644,0.0143958502693679,0.0181776818247503,0.0077484356528288,0.0124672044383113,0.0039983095637769,0.0003649249388856,0.8444071067263329,7612420.0,0.1036623215394165,-0.0105608590963982,-0.0125143514620083,-0.0013901092476763,0.0246198794183607,0.0167004732033478,0.0049583773578144,-0.0062597608071173,0.5104392121426897,19822060.0,-0.2878406458238792,0.0071233569268387,0.0288203658486416,0.0074413867014442,0.0213620855399053,0.0178474086039664,0.0041657709522189,-0.0032508872091222,0.8317734880043348,3051540.0,0.0215731686395608,0.0007134992464739,0.0043959884053923,0.0027050514333955,0.0098295244658727,0.0066609565146157,-0.002359997848039,2.8221411118575096e-05,0.7598177088916807,6493000.0,0.1705488775138512,0.0081622835924639,-0.008507885741573,-0.0034864505292282,0.0028041092330683,0.0074098191782231,0.0056913802402997,0.0050081933379593,0.7482637867417399,7693760.0,0.0239995826159544
8,2020-02-12,0.0237475505269602,0.0014638689538111,0.0173580675868054,0.0042774695978846,-0.0059212747896466,0.0,0.0122255845145253,0.0249654263686267,-0.0057185166983723,-0.0069446122027421,113730400,47062900,374644000,66686000,5166800,7958000,17862100,3222000,6031700,5836400,0.0065453563857852,-0.006033211330288,0.0081546381262918,0.0209324610902785,0.0146617194733429,0.018406579676405,0.0041135627449604,0.0025528511733337,0.7010050661033611,108102400.0,0.2057521373320667,-0.0225754751496786,-0.0012216602735368,0.0155927443520895,0.0192351101416719,0.0160982953636482,0.0054390354476852,0.0066631477635128,0.5376134504068438,39469520.0,-0.1146917131145844,0.0187092949752571,0.0146884904201822,-0.0097996110378836,0.019772353830857,0.0212834562508029,0.0169510737999262,0.0050906793274929,0.9287620061693332,390168800.0,-0.4132949968366126,0.0079150259857261,-0.0047812367371395,0.0025630978623367,0.0091052655671878,0.0191290785667728,0.0115427888925119,0.0074179243638988,0.2979743314420602,89659200.0,-0.4197180647406892,0.0008559761343309,0.0157648427145151,0.0069566290788871,0.0046683919807621,0.0068049170024647,-0.0037863830393232,0.0015588384488323,0.630652616161367,5123840.0,0.3906817753613436,0.0018876125354305,0.0170004261180971,-0.00148787918429,0.0027056222528469,0.0121804687188814,0.0005982243401574,-0.0002181522299287,0.833832850448138,7173880.0,0.2096798710971938,0.0095059837627298,0.0460226166430759,-0.008352729753974,0.0118600856440855,0.0171890162675744,-0.0018010290678957,-0.0052186813340321,-0.0500452065094862,16974640.0,0.198099096500701,0.01392178974284,0.0294359402540786,-0.0070206719121528,0.0200960313524436,0.0189311259407065,0.0032716681751285,-0.0019549322051871,0.7084515538335961,2806320.0,0.3527016247533481,-0.0159305287270822,0.0091519498278276,-0.0076964673289036,0.0074331480466816,0.0067774437270086,-0.005334091153279,-0.0001816297762882,0.5546920546757795,6474260.0,-0.012119822460979,0.0015085444292857,0.0082027932715884,-0.0001880133332733,0.0058933107301848,0.0078750235014861,0.0026618991454337,0.0043910705676862,0.0042892883667101,7127680.0,-0.2565853161461252
9,2020-02-13,-0.0071209641175916,-0.005413660585131,-0.0064578054778526,-0.0046898170753761,-0.0066185220952856,-0.0008691405768931,-0.0055491647150462,0.0009309675366497,0.0122315835644022,0.0192778079216546,94747600,35295800,528016000,60636000,5480200,7447500,16949400,3318800,7159000,7500400,-0.0004278715620469,0.0237475505269602,0.0116967816971895,-0.001449277056191,0.0146437012423262,0.0184728259147146,0.0003500135820041,0.002411071795348,0.7306813953704462,105966800.0,-0.1669105182079725,0.0014638689538111,0.0207338873818652,0.0282075210001169,0.0175147617112248,0.0163235268728721,0.0002095258542859,0.0060686542399231,0.5822639093916734,40978400.0,-0.250029216219145,0.0173580675868054,0.0139180019232492,0.0010993354521093,0.0224695644296546,0.0212701159392187,0.0128759123197058,0.0051135527586997,0.9167605314217164,452115200.0,0.4093806386863261,0.0042774695978846,0.0050787328892443,0.0068244891898707,0.0115569460391699,0.0191523226487422,0.0095890788995879,0.0073818898375762,0.4175471500340603,89054400.0,-0.0907236901298623,-0.0059212747896466,-0.0029869436916465,-0.0011957092319437,0.0047937399482427,0.0070283205881352,-0.004512698720051,0.0010606868500996,0.6500924999038215,4979640.0,0.0606564991871176,0.0,0.0001456893410467,0.0123668460943997,0.0027849579450282,0.0116783645770373,0.0003952583565695,0.0004876631671352,0.8561954105898625,6864920.0,-0.064149283739633,0.0122255845145253,-0.0135500157029484,0.010606831102242,0.0103181107344421,0.0171678064216941,-0.0002008588703152,-0.0054166624157387,0.0601857761303985,17153440.0,-0.0510970154685059,0.0249654263686267,-0.0013824823783142,-0.003019693972401,0.0199884295060707,0.018893855868298,0.0037343581581213,-0.001530003201273,0.7216431900897946,3013320.0,0.0300434512725016,-0.0057185166983723,0.0026021223278083,0.0071164237058813,0.0105833701941315,0.0069552843193352,-0.0034081989059602,-7.932235746421992e-05,0.1497912664891457,6085520.0,0.1868958999950263,-0.0069446122027421,0.0060738980827372,0.0156907217517698,0.0095982092881267,0.0081914596602252,0.0053026811132171,0.0045779120402876,-0.2078326144219217,7052880.0,0.2851072578987046
